,Cloud_B02,Cloud_B03,Cloud_B04,Cloud_B05,Cloud_B06,Cloud_B07,Cloud_B08,Cloud_B09,Cloud_B10,Cloud_B11,Cloud_B12,Cloud_B13,Sun_Zenith_Angle,clear,thin,thick
107922,0.71589,0.6499,0.69403,0.73038,0.76049,0.7661,0.74923,0.76669,0.71696,0.34515,0.15844,0.18578,76.0,0.0,0.0,1.0
61181,0.23562,0.28987,0.1766,0.32932,0.80375,0.90908,0.73909,0.96847,0.01102,0.00043,0.70092,0.27561,74.05,1.0,0.0,0.0
149631,0.74102,0.73722,0.72029,0.79864,0.95051,0.98301,0.89398,0.99828,0.58023,0.05715,0.0583,0.07463,33.79,0.0,0.0,1.0
191022,0.88525,0.83932,0.86689,0.88177,0.9801,0.9754,0.93597,0.95996,0.69485,0.10783,0.07615,0.09573,32.66,0.0,0.0,1.0
65505,0.3714,0.475,0.32281,0.62312,0.93607,0.97165,0.89307,0.99431,0.16287,0.00056,0.78288,0.37775,58.5,1.0,0.0,0.0
125048,0.70571,0.6452,0.68427,0.70833,0.75122,0.77807,0.75428,0.78332,0.65962,0.15045,0.07377,0.09221,71.19,0.0,0.0,1.0
113329,0.47692,0.47924,0.44563,0.52864,0.88787,0.9552,0.81826,1.00002,0.38554,0.14137,0.16057,0.17468,47.59,0.0,0.0,1.0
133861,0.76227,0.74009,0.75488,0.82449,0.84855,0.87803,0.80749,0.89199,0.50942,0.02494,0.06936,0.08719,59.34,0.0,0.0,1.0
85791,0.2299,0.23487,0.16165,0.27426,0.84156,0.91866,0.78717,0.97025,0.03178,0.00071,0.45895,0.16112,77.65,1.0,0.0,0.0
94834,0.17827,0.28356,0.16467,0.43834,0.98541,0.99259,0.97066,0.9992,0.57924,0.00672,0.54696,0.23487,50.73,1.0,0.0,0.0
47826,0.79081,0.76824,0.78303,0.83112,0.89694,0.94396,0.86566,0.98242,0.60046,0.10102,0.63879,0.51493,47.22,0.0,0.0,1.0
90143,0.39288,0.61668,0.35189,0.83905,0.95139,0.97312,0.92264,0.99177,0.2994,0.00053,0.93275,0.61244,67.46,1.0,0.0,0.0
120319,0.42089,0.52577,0.47802,0.80533,0.85069,0.88559,0.80636,0.90935,0.20873,0.00168,0.25225,0.19449,67.19,0.0,0.0,1.0
71613,0.25194,0.38861,0.24786,0.60923,0.86888,0.94222,0.80636,0.98463,0.03495,0.00031,0.7112,0.26196,60.5,1.0,0.0,0.0
48449,0.6542,0.53239,0.55935,0.50277,0.54496,0.59004,0.50561,0.61247,0.05632,0.00074,0.36852,0.1987,79.8,0.0,0.0,1.0
40165,0.43139,0.55682,0.3919,0.65615,0.97915,1.05157,0.89944,1.09732,0.18841,0.01552,0.90212,0.43465,33.53,0.0,0.0,1.0
179646,0.4521,0.52787,0.41581,0.71694,0.98224,0.98596,0.97945,0.99048,0.77997,0.11748,0.27616,0.21909,54.45,0.0,0.0,1.0
160598,0.65347,0.61618,0.70376,0.72395,0.78213,0.85499,0.80473,0.88205,0.43538,0.11515,0.15283,0.18423,69.49,0.0,0.0,1.0
4159,0.43326,0.42224,0.46792,0.47606,0.50547,0.54348,0.54988,0.63168,0.33218,0.07791,0.90556,0.68825,32.0,0.0,0.0,1.0
195226,0.58172,0.4827,0.53896,0.58176,0.68991,0.69262,0.68532,0.69343,0.58504,0.18444,0.14159,0.15945,82.24,0.0,0.0,1.0
171343,0.87771,0.83589,0.85761,0.86385,0.92379,0.95819,0.888,0.97931,0.79531,0.26649,0.1122,0.1344,32.31,0.0,0.0,1.0
189922,0.80296,0.75345,0.78615,0.79965,0.80356,0.80396,0.79965,0.80164,0.75483,0.3005,0.1365,0.15969,55.27,0.0,0.0,1.0
76288,0.2702,0.4637,0.21201,0.68593,0.96804,0.98349,0.94259,0.99613,0.3781,0.00068,0.94145,0.46708,58.88,1.0,0.0,0.0
33102,0.473,0.42188,0.42489,0.44833,0.61821,0.66945,0.57988,0.70009,0.18819,0.00129,0.39377,0.25662,74.45,0.0,0.0,1.0
163129,0.56451,0.54081,0.53596,0.63722,0.89129,0.89571,0.86991,0.89749,0.51069,0.04022,0.25362,0.22824,58.9,0.0,0.0,1.0
127197,0.73659,0.70155,0.72241,0.75344,1.02273,1.01949,1.00556,1.01235,0.79924,0.09418,0.0681,0.08605,33.8,0.0,0.0,1.0
100388,0.63634,0.56536,0.65617,0.71031,0.73568,0.75476,0.71572,0.76385,0.56685,0.13287,0.09549,0.11534,77.24,0.0,0.0,1.0
94599,0.27409,0.34446,0.21022,0.42779,0.82551,0.918,0.76165,0.97281,0.01725,0.00055,0.88017,0.53985,74.34,1.0,0.0,0.0
48636,0.28261,0.43443,0.23545,0.51663,0.93388,1.01225,0.86593,1.05595,0.03679,0.00025,0.79069,0.30941,38.99,0.0,1.0,0.0
140849,0.45839,0.4047,0.41856,0.47397,0.76387,0.77551,0.74073,0.78431,0.28491,0.00098,0.06743,0.0781,77.68,0.0,0.0,1.0
52359,0.34046,0.38277,0.51912,0.56775,0.60646,0.62605,0.604,0.62092,0.30642,0.00167,0.51481,0.42545,58.4,1.0,0.0,0.0
116589,0.78141,0.75248,0.76497,0.81225,1.01231,1.0106,0.98008,1.00368,0.78501,0.20924,0.08206,0.10298,33.46,0.0,0.0,1.0
22901,0.59045,0.8843,0.91363,0.81278,0.87638,0.94426,0.81583,0.98349,0.04312,0.00033,0.61184,0.25025,54.4,1.0,0.0,0.0
143325,0.87399,0.8239,0.86142,0.86969,0.87076,0.86767,0.85788,0.85962,0.78016,0.22897,0.09293,0.11586,49.44,0.0,0.0,1.0
38719,0.64916,0.61395,0.68489,0.71067,0.74712,0.79446,0.78699,0.88213,0.47271,0.06027,0.60545,0.47563,62.14,0.0,0.0,1.0
183612,0.61458,0.62803,0.59003,0.70939,0.99641,0.99946,0.96989,0.9978,0.5804,0.01137,0.04989,0.06381,43.02,0.0,0.0,1.0
2479,0.72687,0.70971,0.71467,0.75367,0.89553,0.95326,0.83851,0.98974,0.25615,0.00071,0.63804,0.48936,47.62,0.0,0.0,1.0
113259,0.5837,0.53435,0.5587,0.60636,0.80669,0.8173,0.78588,0.8242,0.59603,0.20688,0.10416,0.12315,73.65,0.0,0.0,1.0
55878,0.4353,0.44202,0.45651,0.40953,0.43916,0.47573,0.41569,0.49611,0.02767,0.00033,0.48567,0.37225,56.42,0.0,1.0,0.0
167046,0.75123,0.69632,0.74582,0.7052,0.74346,0.78672,0.70657,0.79841,0.30125,0.00411,0.10204,0.11995,68.83,0.0,0.0,1.0
140753,0.44668,0.45348,0.41194,0.53279,0.98284,0.98913,0.9663,0.99412,0.57601,0.0075,0.10745,0.11342,51.43,0.0,0.0,1.0
197654,0.71954,0.77249,0.82789,0.82325,0.84524,0.86415,0.82327,0.87736,0.67295,0.33532,0.16265,0.19115,70.08,0.0,0.0,1.0
115023,0.46675,0.44959,0.55764,0.61698,0.67213,0.72559,0.76197,0.81699,0.50978,0.02759,0.12097,0.15796,72.57,0.0,0.0,1.0
48549,0.52,0.46683,0.48096,0.51959,0.68362,0.71472,0.67385,0.72736,0.37541,0.03676,0.48325,0.3897,73.74,0.0,0.0,1.0
54532,0.62627,0.52527,0.67053,0.64881,0.73272,0.80702,0.69491,0.8433,0.03571,0.0013,0.80658,0.59338,83.79,1.0,0.0,0.0
92226,0.28786,0.36527,0.24747,0.52294,0.97439,0.98581,0.95504,0.99632,0.46696,0.0017,0.92499,0.43894,60.76,1.0,0.0,0.0
148473,0.52305,0.54987,0.50147,0.65033,1.00691,1.00817,1.00647,1.00952,0.90323,0.2889,0.12043,0.14046,47.82,0.0,0.0,1.0
38847,0.77324,0.74684,0.76406,0.75266,0.971,1.04571,0.90061,1.09227,0.17486,0.00039,0.7878,0.56347,31.32,0.0,0.0,1.0
7035,0.61356,0.57691,0.58597,0.63668,0.782,0.79979,0.75669,0.8128,0.42859,0.02817,0.54386,0.44634,68.33,0.0,0.0,1.0
134151,0.62243,0.6074,0.59884,0.66229,0.99826,1.01842,0.9486,1.02956,0.38345,0.00437,0.07137,0.08768,32.67,0.0,0.0,1.0
24611,1.08999,1.022,1.05116,0.99676,1.02892,1.07201,0.98661,1.10561,0.65924,0.10685,0.78321,0.62256,31.0,0.0,0.0,1.0
138139,0.60069,0.47897,0.55028,0.58511,0.59988,0.60625,0.59805,0.60691,0.50574,0.10949,0.09732,0.11446,83.93,0.0,0.0,1.0
180503,0.7217,0.66453,0.69615,0.70733,0.71512,0.72121,0.71028,0.71909,0.59329,0.10466,0.07199,0.08962,69.74,0.0,0.0,1.0
149145,0.62891,0.61144,0.61098,0.70432,0.96112,0.96868,0.92861,0.97257,0.60134,0.10588,0.08332,0.10288,52.86,0.0,0.0,1.0
175689,0.71609,0.69274,0.69547,0.76464,0.8621,0.88721,0.82096,0.90102,0.49522,0.04038,0.09142,0.11183,63.67,0.0,0.0,1.0
69936,0.19242,0.24952,0.15713,0.37737,0.98198,0.98886,0.97631,0.99631,0.68143,0.03931,0.85147,0.43194,63.1,1.0,0.0,0.0
11630,0.73921,0.73486,0.79445,0.79053,0.81019,0.82426,0.78093,0.81823,0.43393,0.03933,0.60691,0.47465,43.78,0.0,0.0,1.0
67036,0.23281,0.35285,0.15494,0.47107,0.90302,0.94896,0.8586,0.98289,0.10628,0.00068,0.91097,0.58098,73.95,1.0,0.0,0.0
193850,0.59912,0.48327,0.55322,0.6001,0.65341,0.65642,0.65205,0.65784,0.62075,0.30258,0.14833,0.17038,84.01,0.0,0.0,1.0
165329,0.83578,0.80107,0.81868,0.85033,0.89679,0.92887,0.86493,0.94971,0.75868,0.18213,0.07177,0.09096,42.48,0.0,0.0,1.0
126903,0.60304,0.58753,0.57751,0.62916,0.88066,0.95157,0.81688,0.99893,0.50594,0.12523,0.07906,0.09973,42.42,0.0,0.0,1.0
110133,0.46859,0.43635,0.4486,0.45448,0.45811,0.45903,0.44986,0.45165,0.3293,0.02667,0.08641,0.10411,36.98,0.0,0.0,1.0
26843,0.27247,0.29386,0.21888,0.39952,0.68662,0.69491,0.67445,0.70213,0.35981,0.00806,0.56375,0.3013,78.13,0.0,1.0,0.0
44695,0.34326,0.24879,0.29349,0.29792,0.32205,0.32653,0.28544,0.31089,0.06189,0.00116,0.2248,0.16329,84.32,0.0,0.0,1.0
21536,0.2276,0.46439,0.22669,0.71022,0.98837,1.00173,0.9666,1.01229,0.47603,0.00184,0.79238,0.32701,35.09,1.0,0.0,0.0
115976,0.44376,0.42638,0.41031,0.44105,0.69404,0.8257,0.70582,0.86462,0.24302,0.00684,0.10408,0.11513,54.02,0.0,0.0,1.0
6303,0.4271,0.47478,0.39924,0.51588,0.84791,0.91772,0.7878,0.95708,0.03551,0.00037,0.7077,0.38975,53.61,0.0,0.0,1.0
107444,0.82737,0.79576,0.80441,0.83174,0.90974,0.94485,0.86119,0.96242,0.61321,0.04801,0.05329,0.06835,32.62,0.0,0.0,1.0
17216,0.37065,0.56884,0.45546,0.87625,1.04642,1.07072,1.00957,1.08868,0.30206,0.00044,0.62122,0.31078,37.9,0.0,0.0,1.0
154701,0.61174,0.60327,0.58778,0.65324,0.81174,0.86449,0.76957,0.89877,0.51583,0.12092,0.10243,0.12203,64.03,0.0,0.0,1.0
10632,0.40306,0.32208,0.31212,0.41149,0.57203,0.57006,0.56723,0.56727,0.48101,0.11698,0.34375,0.17965,83.14,0.0,0.0,1.0
59815,0.9955,0.92836,0.94471,0.8602,0.9117,0.96461,0.85337,0.99461,0.07701,0.00034,0.93481,0.81021,35.06,1.0,0.0,0.0
128466,0.84653,0.80342,0.82772,0.84807,0.89255,0.90943,0.85591,0.91072,0.64884,0.11036,0.07232,0.09154,46.65,0.0,0.0,1.0
103563,0.50734,0.42181,0.46422,0.47667,0.49367,0.50402,0.48363,0.51018,0.2123,0.00126,0.10287,0.11611,80.34,0.0,0.0,1.0
41250,0.62718,0.58552,0.61023,0.64937,0.8949,0.90237,0.88245,0.90609,0.59853,0.14084,0.51488,0.3466,60.13,0.0,0.0,1.0
89000,0.93936,0.8727,0.9382,0.95891,0.97474,0.98449,0.9681,0.99416,0.62099,0.01837,0.94945,0.92585,66.58,1.0,0.0,0.0
91250,0.16379,0.23376,0.11395,0.27134,0.73324,0.86073,0.72813,0.89076,0.0281,0.00035,0.60175,0.27603,52.4,1.0,0.0,0.0
169267,0.63394,0.56545,0.60003,0.69604,0.73013,0.73556,0.71998,0.73848,0.63158,0.27235,0.16571,0.18442,79.72,0.0,0.0,1.0
25383,0.62119,0.64805,0.79629,0.86361,0.93519,1.02069,0.99313,1.02998,0.62707,0.1116,0.75465,0.56662,45.59,0.0,0.0,1.0
136612,0.42089,0.37329,0.37392,0.52028,0.69012,0.70596,0.68772,0.72002,0.45112,0.16396,0.20393,0.19712,83.87,0.0,0.0,1.0
62983,0.26993,0.38925,0.22342,0.5108,0.92059,0.96854,0.86663,0.99571,0.0993,0.0003,0.8686,0.3965,31.52,1.0,0.0,0.0
117224,0.81769,0.79132,0.80076,0.84924,0.97853,0.98839,0.93948,0.99201,0.80922,0.31644,0.11685,0.14344,42.33,0.0,0.0,1.0
63729,0.18785,0.27668,0.15765,0.38311,0.93719,0.97483,0.89129,0.99657,0.15718,0.00032,0.71681,0.31204,34.56,1.0,0.0,0.0
101870,0.34596,0.38755,0.30602,0.46148,0.94717,0.9888,0.89855,1.0143,0.14407,0.0004,0.37179,0.25458,47.34,0.0,0.0,1.0
91096,0.27397,0.26157,0.19306,0.30453,0.73097,0.85739,0.67514,0.93757,0.01127,0.00094,0.80873,0.36226,83.21,1.0,0.0,0.0
155300,0.90495,0.82864,0.86082,0.8245,0.84714,0.88055,0.82203,0.90497,0.68442,0.22818,0.11561,0.14126,62.5,0.0,0.0,1.0
121745,0.68111,0.61771,0.65713,0.68905,0.77859,0.79165,0.75609,0.7947,0.59151,0.11221,0.09609,0.11708,74.23,0.0,0.0,1.0
42589,0.49573,0.4941,0.59353,0.61038,0.67109,0.74998,0.72219,0.83672,0.33556,0.05089,0.63072,0.45188,65.08,0.0,0.0,1.0
142435,0.38636,0.37632,0.35068,0.49214,0.84602,0.85563,0.83176,0.86528,0.43342,0.00411,0.29488,0.23088,72.96,0.0,0.0,1.0
119243,0.58244,0.66739,0.57529,0.83064,0.90898,0.96999,0.84507,1.01107,0.4823,0.25322,0.17875,0.20455,45.25,0.0,0.0,1.0
169686,0.86433,0.82222,0.84765,0.88402,0.9542,0.94784,0.93655,0.93722,0.87935,0.35391,0.13843,0.16785,52.29,0.0,0.0,1.0
40868,0.22234,0.24513,0.16104,0.31006,0.87188,0.88035,0.85798,0.88855,0.49383,0.0193,0.39833,0.19524,68.16,0.0,1.0,0.0
70176,0.15029,0.19983,0.11997,0.32686,0.98074,0.98607,0.98819,0.99366,0.89571,0.30577,0.58951,0.25813,69.77,1.0,0.0,0.0
83469,0.23561,0.50975,0.86464,0.83747,0.89477,0.95659,0.83481,0.99124,0.0571,0.00028,0.92804,0.78535,43.45,1.0,0.0,0.0
70733,0.31157,0.32764,0.24137,0.42454,0.80792,0.89736,0.75886,0.95808,0.02523,0.00108,0.85429,0.35469,81.38,1.0,0.0,0.0
157044,0.3172,0.26948,0.23288,0.34288,0.59272,0.59535,0.57828,0.59648,0.31403,0.00448,0.33351,0.17916,81.73,0.0,0.0,1.0
192847,0.79485,0.74358,0.78242,0.78978,0.79586,0.80016,0.78694,0.79868,0.66668,0.1076,0.0889,0.11322,60.65,0.0,0.0,1.0
122962,0.41791,0.45015,0.38018,0.51283,0.88309,0.95472,0.81202,0.99937,0.23823,0.01935,0.16563,0.14088,48.29,0.0,0.0,1.0
35360,0.99014,0.93049,0.98052,0.94924,0.98449,1.0145,0.93966,1.03618,0.4442,0.02492,0.60211,0.38551,44.71,0.0,0.0,1.0
1840,0.65093,0.53534,0.57573,0.56188,0.58749,0.61232,0.5654,0.62659,0.28032,0.0197,0.37078,0.22681,79.93,0.0,0.0,1.0
28111,0.35508,0.26521,0.31547,0.35329,0.39939,0.45761,0.50825,0.57691,0.18096,0.00164,0.41127,0.2751,83.35,0.0,0.0,1.0
123945,0.70862,0.69355,0.68889,0.7642,1.01579,1.01903,0.98319,1.01836,0.70281,0.17177,0.10288,0.124,36.4,0.0,0.0,1.0
169673,0.83295,0.79997,0.81517,0.835,0.90816,0.94506,0.86825,0.96657,0.69406,0.13828,0.09188,0.11335,39.79,0.0,0.0,1.0
182088,0.53524,0.51395,0.51131,0.62016,0.79585,0.82535,0.76773,0.84459,0.49397,0.15087,0.12293,0.14547,72.89,0.0,0.0,1.0
68285,0.26099,0.45515,0.18732,0.58171,0.89517,0.9557,0.83803,0.99014,0.06129,0.00039,0.92449,0.41028,56.06,1.0,0.0,0.0
129675,0.65923,0.58239,0.62902,0.6663,0.74214,0.74649,0.73199,0.74837,0.67363,0.33768,0.1743,0.19731,78.68,0.0,0.0,1.0
16098,0.25155,0.3129,0.22629,0.40328,0.95776,0.98609,0.92103,1.00574,0.23496,0.00034,0.75854,0.35662,51.81,1.0,0.0,0.0
26922,0.49486,0.47349,0.6382,0.6309,0.69414,0.75111,0.64336,0.78337,0.03756,0.00044,0.63656,0.45214,69.88,0.0,0.0,1.0
171585,0.75233,0.74598,0.87285,0.91976,0.99198,1.01357,0.96248,1.02008,0.67794,0.2884,0.11338,0.13992,40.07,0.0,0.0,1.0
45092,0.51913,0.49784,0.4902,0.57193,0.8341,0.84196,0.81638,0.84725,0.42842,0.01303,0.47852,0.2693,64.24,0.0,0.0,1.0
146656,0.75485,0.71578,0.73416,0.76266,0.89616,0.92371,0.84894,0.93415,0.67236,0.11217,0.05012,0.06462,48.39,0.0,0.0,1.0
19980,0.86487,0.79132,0.84592,0.84975,0.87031,0.88287,0.84642,0.89391,0.37995,0.00801,0.0816,0.09296,65.17,0.0,0.0,1.0
158157,0.8649,0.82331,0.84328,0.8252,0.88772,0.9384,0.83444,0.97119,0.48287,0.02316,0.05867,0.0748,34.23,0.0,0.0,1.0
73282,0.20192,0.27373,0.16103,0.3936,0.95167,0.97624,0.91624,0.9944,0.24695,0.00058,0.71211,0.31704,61.29,1.0,0.0,0.0
193799,0.57381,0.54864,0.61779,0.63316,0.68511,0.74949,0.7723,0.89761,0.23042,0.0005,0.48688,0.43398,55.18,0.0,0.0,1.0
19446,0.48237,0.4216,0.43662,0.42237,0.44024,0.45645,0.42345,0.46532,0.11854,0.00048,0.40015,0.31758,72.66,0.0,0.0,1.0
186577,0.83813,0.78381,0.81778,0.82434,0.84818,0.86614,0.82416,0.876,0.65875,0.13359,0.11032,0.134,60.87,0.0,0.0,1.0
25301,0.52793,0.51834,0.50852,0.54693,0.71538,0.7994,0.69661,0.83725,0.14134,0.00033,0.54473,0.43131,56.21,0.0,0.0,1.0
30445,0.4343,0.44798,0.40698,0.49865,0.98678,1.04065,0.92045,1.07482,0.16996,0.00058,0.48222,0.27995,40.37,0.0,0.0,1.0
182204,0.53089,0.49128,0.49758,0.51956,0.64013,0.71944,0.64421,0.75123,0.30687,0.01158,0.33011,0.25979,66.86,0.0,0.0,1.0
137789,0.36425,0.31647,0.39517,0.39449,0.44597,0.50535,0.48093,0.59355,0.09645,0.00105,0.37434,0.34444,81.73,0.0,1.0,0.0
49914,0.278,0.32287,0.2469,0.37838,0.86995,0.96302,0.7939,1.02018,0.07679,0.0004,0.71463,0.29847,46.39,1.0,0.0,0.0
79069,0.16619,0.24653,0.15565,0.33146,0.88899,0.95443,0.82751,0.99057,0.05025,0.00028,0.56929,0.22199,45.24,1.0,0.0,0.0
199912,0.3386,0.53506,0.33579,0.82314,1.02415,1.0367,0.99971,1.04765,0.46764,0.00231,0.65183,0.30613,38.11,0.0,1.0,0.0
92419,0.44792,0.5039,0.4155,0.58551,0.8854,0.95331,0.8223,0.99055,0.04466,0.00026,0.92523,0.54007,41.78,1.0,0.0,0.0
20409,0.36446,0.36243,0.29887,0.47639,0.64153,0.64945,0.62303,0.65555,0.27512,0.00279,0.49206,0.25756,77.91,0.0,0.0,1.0
41033,0.33321,0.44205,0.30547,0.61657,1.01657,1.02073,1.00832,1.02511,0.72916,0.05646,0.97056,0.57558,41.07,1.0,0.0,0.0
199379,0.60764,0.46404,0.54453,0.59369,0.62183,0.62789,0.61944,0.62981,0.53534,0.11181,0.09924,0.11532,84.85,0.0,0.0,1.0
181584,0.88458,0.85879,0.864,0.87405,0.89292,0.91802,0.84279,0.92628,0.45486,0.0072,0.07136,0.08576,39.26,0.0,0.0,1.0
109926,0.75445,0.73831,0.73774,0.81609,0.89198,0.93726,0.84808,0.96623,0.64046,0.17095,0.1119,0.13623,48.16,0.0,0.0,1.0
143068,0.83264,0.79485,0.81179,0.83052,0.96005,0.9652,0.89969,0.95602,0.47014,0.00572,0.04552,0.05815,32.49,0.0,0.0,1.0
136463,0.6956,0.66344,0.67733,0.72996,0.93363,0.9386,0.90495,0.93996,0.69424,0.18848,0.08539,0.10632,57.97,0.0,0.0,1.0
23092,0.91422,0.86954,0.91355,0.93472,0.95239,0.96789,0.94912,0.98133,0.8063,0.29181,0.7261,0.59524,50.72,0.0,0.0,1.0
151290,0.717,0.67914,0.73944,0.75546,0.77342,0.78335,0.76198,0.78673,0.43498,0.01043,0.09418,0.11837,55.92,0.0,0.0,1.0
158672,0.31944,0.36083,0.28382,0.55795,0.84875,0.86961,0.81189,0.88475,0.24788,0.00238,0.3299,0.19688,63.91,0.0,0.0,1.0
46008,0.42892,0.48458,0.50941,0.57457,0.83869,0.89617,0.78253,0.92959,0.07444,0.00043,0.72479,0.39329,57.08,0.0,0.0,1.0
40325,0.50522,0.52102,0.48399,0.57529,0.96018,1.04036,0.88592,1.08945,0.24283,0.00207,0.62146,0.33305,34.5,0.0,0.0,1.0
171612,0.59975,0.48659,0.55579,0.60691,0.68237,0.69267,0.67794,0.70026,0.57747,0.26102,0.12443,0.14477,83.62,0.0,0.0,1.0
154784,0.76077,0.66258,0.71948,0.71171,0.73573,0.75975,0.71733,0.77392,0.53941,0.18811,0.09878,0.11979,77.57,0.0,0.0,1.0
126516,0.47137,0.44451,0.47503,0.48321,0.50715,0.53531,0.54679,0.6089,0.269,0.00219,0.07402,0.10112,38.6,0.0,0.0,1.0
108416,0.86565,0.84905,0.84718,0.88409,0.89248,0.90182,0.87377,0.90331,0.84117,0.33619,0.12962,0.15773,56.74,0.0,0.0,1.0
82026,0.26189,0.29091,0.26385,0.38013,0.88343,0.95161,0.82486,0.98883,0.04944,0.00029,0.85132,0.45474,53.77,1.0,0.0,0.0
23201,0.78779,0.777,0.81531,0.77628,0.80889,0.84646,0.77506,0.85775,0.24827,0.00049,0.65788,0.466,35.36,0.0,0.0,1.0
193611,0.51694,0.53875,0.49866,0.68299,0.9084,0.91709,0.88836,0.92477,0.56049,0.1185,0.13393,0.15764,64.25,0.0,0.0,1.0
70121,0.18511,0.25428,0.12697,0.33075,0.97036,0.99014,0.97101,0.99775,0.59934,0.01084,0.71109,0.3758,54.53,1.0,0.0,0.0
185178,0.69138,0.66583,0.67467,0.73695,0.95596,0.96577,0.92114,0.97082,0.69604,0.24908,0.09595,0.11895,53.35,0.0,0.0,1.0
66524,0.3758,0.48671,0.29425,0.56904,0.80807,0.90977,0.7463,0.96827,0.01404,0.00066,0.75464,0.27635,75.86,1.0,0.0,0.0
43071,0.50843,0.47809,0.47693,0.5443,0.78743,0.79459,0.77381,0.79997,0.50172,0.08046,0.49269,0.36418,68.47,0.0,0.0,1.0
92970,0.2516,0.23294,0.16429,0.32051,0.89406,0.92846,0.883,0.96498,0.23505,0.00157,0.43395,0.18072,82.69,1.0,0.0,0.0
146650,0.9003,0.82566,0.88637,0.9056,0.91756,0.92202,0.90864,0.92674,0.64534,0.08153,0.13861,0.18169,63.9,0.0,0.0,1.0
185829,0.85869,0.84485,0.86817,0.96871,1.00118,1.04678,0.96402,1.08191,0.68181,0.14458,0.76715,0.62298,32.58,0.0,0.0,1.0
135088,0.7123,0.70353,0.68963,0.77959,0.98114,0.99459,0.92953,0.99906,0.54203,0.0423,0.05882,0.07474,39.09,0.0,0.0,1.0
147663,0.73608,0.72904,0.86722,0.88605,0.94034,0.99784,0.86933,1.03372,0.44825,0.06686,0.07138,0.09324,31.03,0.0,0.0,1.0
169888,0.77501,0.74101,0.75883,0.78126,0.92554,0.9542,0.87508,0.96597,0.72126,0.15672,0.0511,0.06606,35.77,0.0,0.0,1.0
198840,0.22421,0.19305,0.18584,0.18506,0.18575,0.18365,0.17837,0.1811,0.14087,0.07407,0.08773,0.08955,36.63,0.0,1.0,0.0
133558,0.52451,0.54138,0.49739,0.62219,0.98167,0.99268,0.94786,0.99901,0.37995,0.00073,0.06536,0.0781,46.87,0.0,0.0,1.0
134412,0.69744,0.68912,0.95231,0.96594,0.97649,0.97976,0.96193,0.98228,0.76765,0.34037,0.15387,0.18175,52.21,0.0,0.0,1.0
136806,0.44821,0.47686,0.41202,0.61365,0.80329,0.82737,0.77034,0.8443,0.23806,0.00099,0.10504,0.11535,73.63,0.0,0.0,1.0
11539,0.50511,0.4787,0.49984,0.4978,0.5092,0.51958,0.50106,0.52545,0.2787,0.01005,0.49066,0.44384,44.71,0.0,0.0,1.0
74997,0.58025,0.64391,0.92702,0.8205,0.88155,0.95147,0.82004,0.98931,0.04287,0.0003,0.92266,0.75995,49.2,1.0,0.0,0.0
47888,0.70024,0.66242,0.68967,0.70981,0.82655,0.86722,0.79038,0.89697,0.36603,0.00479,0.65216,0.54777,60.3,0.0,0.0,1.0
181365,0.69039,0.65549,0.67291,0.69704,0.91661,0.94876,0.86367,0.96774,0.4905,0.04223,0.09165,0.11168,51.09,0.0,0.0,1.0
144817,0.53853,0.56679,0.51337,0.62115,0.85403,0.92213,0.7885,0.96535,0.30257,0.01545,0.08676,0.10209,54.22,0.0,0.0,1.0
28667,0.53067,0.44113,0.47223,0.5149,0.56361,0.58489,0.55209,0.60061,0.38011,0.05173,0.45492,0.37758,81.28,0.0,0.0,1.0
5549,0.5742,0.51742,0.54466,0.55956,0.56534,0.56784,0.56324,0.56969,0.4395,0.0745,0.45951,0.35969,72.77,0.0,0.0,1.0
115073,0.50762,0.50953,0.51149,0.68904,0.78408,0.80224,0.76397,0.81594,0.44278,0.07535,0.13478,0.1532,76.93,0.0,0.0,1.0
33129,0.55167,0.61811,0.53953,0.81347,1.07837,1.08396,1.07036,1.08864,0.75259,0.08423,0.81571,0.43542,38.64,0.0,0.0,1.0
73408,0.14241,0.17539,0.10158,0.2698,0.92195,0.98464,0.97268,0.99368,0.66545,0.01868,0.41916,0.1697,65.39,1.0,0.0,0.0
162454,0.68556,0.64984,0.66736,0.70653,0.96109,0.96018,0.94944,0.95748,0.77556,0.15746,0.11094,0.13279,54.89,0.0,0.0,1.0
44578,0.31882,0.3842,0.27933,0.42613,0.85358,0.93639,0.78845,0.98223,0.02506,0.00029,0.90223,0.59699,57.91,1.0,0.0,0.0
113654,0.8185,0.77861,0.80242,0.81764,0.90287,0.93959,0.86928,0.96086,0.70706,0.15565,0.08843,0.11068,43.75,0.0,0.0,1.0
168550,0.57818,0.41648,0.46395,0.45855,0.48814,0.51158,0.46624,0.52438,0.18063,0.00233,0.30641,0.23942,84.7,0.0,0.0,1.0
108942,0.68993,0.66689,0.66949,0.70259,0.89353,0.953,0.83678,0.9929,0.58626,0.11012,0.07594,0.09411,38.3,0.0,0.0,1.0
34392,0.56775,0.61571,0.66103,0.72389,0.87909,0.97014,0.80387,1.02566,0.1076,0.00034,0.86243,0.56608,45.01,0.0,0.0,1.0
21525,0.26732,0.2806,0.20015,0.36635,0.70248,0.70822,0.68886,0.71315,0.37171,0.0032,0.61702,0.36434,75.75,0.0,1.0,0.0
