,Cloud_B02,Cloud_B03,Cloud_B04,Cloud_B05,Cloud_B06,Cloud_B07,Cloud_B08,Cloud_B09,Cloud_B10,Cloud_B11,Cloud_B12,Cloud_B13,Sun_Zenith_Angle,clear,thin,thick
101229,0.59296,0.5673,0.56868,0.59871,0.73365,0.81609,0.76093,0.85921,0.53571,0.20435,0.12919,0.15353,52.42,0.0,0.0,1.0
91076,0.56575,0.61959,0.93093,0.92372,0.95444,0.97533,0.92542,0.99281,0.30467,0.00055,0.93869,0.88921,65.95,1.0,0.0,0.0
151167,0.65975,0.61595,0.64388,0.66912,0.82754,0.86703,0.79112,0.89072,0.47721,0.04518,0.09664,0.11864,66.2,0.0,0.0,1.0
108983,0.68729,0.69878,0.66196,0.72885,0.85755,0.93219,0.79894,0.9819,0.44849,0.02618,0.06643,0.08409,41.13,0.0,0.0,1.0
154520,1.01674,0.95532,0.99849,0.95191,0.98746,1.02451,0.93999,1.05065,0.56856,0.06785,0.6551,0.53445,43.47,0.0,0.0,1.0
176649,0.62357,0.58777,0.58346,0.54408,0.75227,0.83204,0.6862,0.87141,0.02718,0.00029,0.52615,0.40612,59.78,0.0,0.0,1.0
26958,0.51646,0.57419,0.50002,0.64648,0.97825,1.05538,0.90068,1.10499,0.3222,0.03392,0.76006,0.48214,31.86,0.0,0.0,1.0
43551,0.46397,0.39394,0.40116,0.44518,0.64943,0.65384,0.63973,0.65737,0.38653,0.00828,0.43887,0.33733,78.46,0.0,0.0,1.0
171411,0.98211,0.90771,0.93343,0.87702,0.89761,0.924,0.85026,0.93413,0.50179,0.01763,0.06005,0.07637,46.01,0.0,0.0,1.0
116673,0.59268,0.54328,0.56525,0.61115,0.75309,0.79068,0.72471,0.8136,0.507,0.10459,0.08331,0.10255,74.08,0.0,0.0,1.0
10476,0.38981,0.37338,0.35762,0.44023,0.82126,0.83392,0.79584,0.84409,0.35071,0.00851,0.50059,0.2866,65.39,0.0,0.0,1.0
131405,0.42324,0.45795,0.39411,0.54341,0.98126,0.98715,0.96919,0.99254,0.62256,0.01093,0.14554,0.15599,52.98,0.0,0.0,1.0
16691,0.62756,0.58404,0.5986,0.54504,0.75043,0.84901,0.71021,0.89148,0.02923,0.00029,0.60145,0.44243,60.32,0.0,0.0,1.0
143428,0.7738,0.71521,0.74862,0.76885,0.79581,0.81018,0.7752,0.81497,0.63689,0.11438,0.0943,0.11615,69.71,0.0,0.0,1.0
188735,0.79796,0.76963,0.77989,0.81703,0.99868,1.01491,0.94945,1.02343,0.74799,0.30827,0.12399,0.15153,31.33,0.0,0.0,1.0
2286,0.426,0.39948,0.38426,0.54624,0.5711,0.59134,0.54498,0.60271,0.15682,0.00095,0.32985,0.19319,80.8,0.0,0.0,1.0
78729,0.28069,0.40967,0.2371,0.60011,0.94989,0.97223,0.92184,0.99091,0.29052,0.0007,0.61923,0.30286,68.61,1.0,0.0,0.0
133895,0.57125,0.56232,0.74093,0.78556,0.8287,0.85051,0.81071,0.87106,0.32388,0.02864,0.69532,0.66729,78.82,1.0,0.0,0.0
144746,0.64766,0.62373,0.62779,0.66034,0.92155,0.98178,0.85835,1.01793,0.57117,0.1444,0.06006,0.07703,31.58,0.0,0.0,1.0
192346,0.61598,0.61614,0.5939,0.65784,0.91311,0.98345,0.84335,1.03069,0.52423,0.21486,0.08906,0.11131,31.57,0.0,0.0,1.0
109181,0.49698,0.49941,0.47063,0.58461,0.92729,0.94451,0.89075,0.95772,0.52833,0.20926,0.12586,0.14832,58.61,0.0,0.0,1.0
170141,0.65238,0.55771,0.61386,0.66085,0.69713,0.70478,0.68726,0.70839,0.63146,0.27513,0.12132,0.14332,81.03,0.0,0.0,1.0
64194,0.22617,0.31357,0.18119,0.42556,0.91059,0.95876,0.86268,0.98902,0.10535,0.00035,0.88521,0.47916,62.84,1.0,0.0,0.0
113111,0.70198,0.70805,0.74579,0.82738,0.94096,0.98533,0.87845,1.0142,0.52974,0.13864,0.08906,0.10947,39.81,0.0,0.0,1.0
38153,0.46141,0.48144,0.59481,0.63056,0.69549,0.78659,0.79896,0.95646,0.39055,0.06211,0.6899,0.44018,47.54,0.0,0.0,1.0
53008,0.36445,0.37234,0.44688,0.45124,0.48361,0.51216,0.47364,0.51753,0.0976,0.00034,0.52102,0.44393,45.09,1.0,0.0,0.0
14395,0.80908,0.77482,0.79069,0.74785,0.95286,1.03812,0.87595,1.08535,0.11228,0.00031,0.66855,0.48805,38.71,0.0,0.0,1.0
108202,0.84514,0.80771,0.82852,0.85685,0.97503,0.99366,0.93122,1.00138,0.7977,0.29306,0.10592,0.13093,32.55,0.0,0.0,1.0
180997,0.73741,0.69835,0.71911,0.67746,0.70455,0.73361,0.67077,0.75199,0.16662,0.00037,0.39965,0.29084,37.98,0.0,0.0,1.0
6511,0.48817,0.48265,0.46969,0.55627,0.8549,0.86685,0.83765,0.87482,0.43877,0.01328,0.46403,0.27907,61.8,0.0,0.0,1.0
148151,0.83928,0.80853,0.86713,0.8514,0.8838,0.93807,0.84953,0.94877,0.45843,0.01268,0.07157,0.0871,31.51,0.0,0.0,1.0
172850,0.7704,0.74279,0.76679,0.84713,0.9564,0.97003,0.93415,0.97807,0.68471,0.19416,0.62952,0.50715,49.93,0.0,0.0,1.0
10095,0.66671,0.67397,0.64604,0.61667,0.63919,0.6773,0.63284,0.67528,0.22422,0.01596,0.89443,0.8172,43.44,1.0,0.0,0.0
159385,0.48493,0.57769,0.52985,0.84068,0.9869,0.99288,0.9827,0.99808,0.71495,0.05404,0.53753,0.34303,49.16,0.0,0.0,1.0
46827,0.48177,0.49955,0.60388,0.68656,0.82131,0.85965,0.77669,0.8863,0.09773,0.00057,0.8054,0.70426,72.26,1.0,0.0,0.0
141190,0.39904,0.57452,0.34296,0.7872,1.03438,1.03759,1.03342,1.0414,0.86643,0.28358,0.66781,0.35819,34.86,0.0,1.0,0.0
168546,0.63029,0.54606,0.59944,0.62451,0.6382,0.64448,0.63732,0.65349,0.44908,0.03517,0.1027,0.12239,78.62,0.0,0.0,1.0
100141,0.34988,0.38933,0.3174,0.4873,1.01031,1.02172,0.9848,1.03043,0.45485,0.00102,0.14551,0.13091,41.64,0.0,0.0,1.0
61266,0.25,0.20889,0.21857,0.20394,0.22142,0.24316,0.21488,0.249,0.01923,0.00087,0.30982,0.24691,79.48,0.0,1.0,0.0
69124,0.15434,0.20458,0.11884,0.28622,0.89817,0.95542,0.84301,0.98924,0.06895,0.00037,0.57211,0.21838,59.43,1.0,0.0,0.0
70082,0.39246,0.45344,0.37267,0.5955,0.99453,0.99698,0.99283,1.00025,0.83388,0.18818,0.94621,0.5459,47.14,1.0,0.0,0.0
145843,0.28176,0.32575,0.25689,0.43084,1.03889,1.04245,1.03322,1.04664,0.79662,0.09031,0.50539,0.32752,32.31,0.0,1.0,0.0
90552,0.22275,0.2877,0.18732,0.41919,0.97643,0.98709,0.95751,0.99691,0.48323,0.00205,0.91327,0.44905,58.0,1.0,0.0,0.0
175848,0.59136,0.63329,0.59464,0.91851,1.03495,1.03683,1.03108,1.0385,0.87227,0.33871,0.14607,0.17276,38.34,0.0,0.0,1.0
146344,0.71797,0.74985,0.67717,0.7674,0.92694,0.98941,0.85677,1.02905,0.4574,0.10992,0.08529,0.1052,33.37,0.0,0.0,1.0
86436,0.2251,0.27645,0.18054,0.36823,0.93975,0.96774,0.90838,0.9894,0.23683,0.00061,0.69904,0.37078,69.28,1.0,0.0,0.0
100508,0.71253,0.66951,0.68914,0.71575,0.79042,0.8253,0.7556,0.84489,0.47115,0.01945,0.06803,0.08516,67.04,0.0,0.0,1.0
147007,0.50553,0.57777,0.48526,0.76021,1.02893,1.03826,1.00175,1.04515,0.47844,0.00158,0.11357,0.12152,33.32,0.0,0.0,1.0
111867,0.59411,0.5281,0.55785,0.60344,0.70905,0.73718,0.68212,0.75413,0.37441,0.01413,0.09008,0.10803,78.51,0.0,0.0,1.0
51794,0.15232,0.19013,0.09448,0.31023,0.90014,0.95149,0.85288,0.98532,0.09264,0.0004,0.55046,0.15445,68.56,1.0,0.0,0.0
24702,1.00378,0.949,0.98675,0.92879,0.9698,1.01609,0.92203,1.04332,0.23286,0.00033,0.68817,0.50673,41.27,0.0,0.0,1.0
136511,0.74463,0.70725,0.72072,0.71643,0.72125,0.72413,0.70503,0.71961,0.54081,0.0605,0.05233,0.06729,39.61,0.0,0.0,1.0
163314,0.80749,0.78551,0.80489,0.84817,1.09396,1.11053,1.05506,1.11972,0.69556,0.19274,0.68631,0.54386,32.16,0.0,0.0,1.0
131703,0.5618,0.69925,0.68576,0.73839,0.79729,0.87463,0.7395,0.92262,0.29441,0.0308,0.13194,0.15726,61.96,0.0,0.0,1.0
192961,0.72625,0.69946,0.70684,0.73586,0.8986,0.95645,0.8417,0.99443,0.57579,0.08175,0.08404,0.10297,36.91,0.0,0.0,1.0
84463,0.24856,0.32018,0.22857,0.42422,0.9781,0.99061,0.95045,1.00029,0.40585,0.00071,0.77467,0.38449,40.22,1.0,0.0,0.0
116422,0.35019,0.38027,0.31378,0.45699,1.03453,1.03956,1.01884,1.04449,0.6508,0.02517,0.19031,0.16236,36.44,0.0,0.0,1.0
144801,0.71807,0.66669,0.69999,0.72927,0.87335,0.87562,0.8448,0.87292,0.52173,0.0386,0.09624,0.11725,66.03,0.0,0.0,1.0
38471,0.46741,0.52655,0.43011,0.62431,1.064,1.08674,1.01734,1.10196,0.42617,0.03481,0.43289,0.2978,43.08,0.0,0.0,1.0
63778,0.31855,0.42507,0.28083,0.52892,0.92604,0.96951,0.87389,0.99536,0.1154,0.00034,0.9385,0.70568,41.68,1.0,0.0,0.0
74106,0.20282,0.23282,0.14568,0.34496,0.96265,0.97463,0.95857,0.98841,0.58043,0.00921,0.77517,0.33229,74.43,1.0,0.0,0.0
53264,0.27026,0.36162,0.20732,0.46629,0.88432,0.94997,0.82524,0.9877,0.04992,0.00034,0.70525,0.28186,58.56,1.0,0.0,0.0
194568,0.78683,0.74834,0.77361,0.78852,0.87111,0.90496,0.83723,0.92501,0.52005,0.06247,0.57873,0.44192,54.38,0.0,0.0,1.0
96888,0.40267,0.57406,0.33037,0.78392,0.90787,0.95483,0.86826,0.98564,0.12304,0.00066,0.43206,0.29851,70.86,1.0,0.0,0.0
84659,0.37485,0.34622,0.54763,0.60865,0.7191,0.83095,0.80999,0.94769,0.08479,0.00161,0.84451,0.71364,84.36,1.0,0.0,0.0
145379,0.66729,0.58326,0.6324,0.6718,0.73298,0.73475,0.7205,0.73312,0.66219,0.24071,0.10999,0.13142,79.02,0.0,0.0,1.0
110512,0.49513,0.42379,0.45564,0.4912,0.616,0.65066,0.63651,0.65023,0.40672,0.00984,0.08633,0.10215,79.14,0.0,0.0,1.0
139417,0.64794,0.56315,0.61861,0.64884,0.65738,0.65946,0.66044,0.66108,0.64957,0.25772,0.10472,0.12593,79.43,0.0,0.0,1.0
138321,0.57831,0.56457,0.54598,0.59729,0.92547,0.98658,0.85628,1.01838,0.08233,0.00044,0.07712,0.09376,38.2,0.0,0.0,1.0
19796,0.59751,0.54072,0.56456,0.55988,0.57523,0.58797,0.56102,0.59629,0.23444,0.00171,0.40673,0.26516,67.51,0.0,0.0,1.0
138703,0.58391,0.52566,0.55967,0.55394,0.57314,0.58747,0.55568,0.5966,0.2283,0.00099,0.09272,0.1095,74.9,0.0,0.0,1.0
146006,0.53483,0.52115,0.51108,0.57985,1.02737,1.03072,1.00537,1.03281,0.66196,0.07923,0.07841,0.09669,36.94,0.0,0.0,1.0
84137,0.22093,0.23648,0.12676,0.30116,0.85434,0.92098,0.80769,0.96938,0.05055,0.00072,0.56328,0.21182,79.1,1.0,0.0,0.0
95201,0.20466,0.22856,0.21519,0.42721,0.97818,0.98936,0.95576,0.99871,0.45651,0.00138,0.94423,0.56565,50.2,1.0,0.0,0.0
178434,0.38401,0.34162,0.32107,0.34435,0.66519,0.70872,0.6212,0.73225,0.05075,0.0005,0.41432,0.21898,72.85,0.0,0.0,1.0
9987,0.35022,0.3739,0.56982,0.63507,0.67172,0.67507,0.66117,0.6781,0.40718,0.00938,0.58438,0.5033,77.36,0.0,0.0,1.0
133872,0.83866,0.8051,0.8568,0.88559,0.90784,0.93808,0.9832,0.98582,0.88882,0.31318,0.10793,0.13339,44.27,0.0,0.0,1.0
111000,0.53204,0.43255,0.48829,0.51508,0.52951,0.53531,0.52495,0.5407,0.33595,0.013,0.11046,0.12733,82.8,0.0,0.0,1.0
119526,0.60872,0.48823,0.56453,0.61645,0.661,0.67112,0.66165,0.67776,0.63275,0.33367,0.18339,0.20723,84.68,0.0,0.0,1.0
184413,0.68761,0.6064,0.66168,0.68843,0.69644,0.69822,0.69624,0.69936,0.63722,0.20601,0.11014,0.13187,76.98,0.0,0.0,1.0
757,0.32393,0.29641,0.21986,0.36152,0.57334,0.59354,0.53748,0.60461,0.08707,0.00102,0.36573,0.17179,81.38,0.0,0.0,1.0
63196,0.23739,0.25352,0.20222,0.31767,0.91815,0.96717,0.86336,0.9951,0.09601,0.00029,0.93449,0.4698,36.19,1.0,0.0,0.0
27431,0.29209,0.35614,0.2881,0.47647,1.11303,1.11803,1.10693,1.12203,0.86134,0.12163,0.84173,0.45193,31.91,0.0,0.0,1.0
62616,0.1902,0.23832,0.13583,0.33759,0.7461,0.81889,0.78698,0.84161,0.2765,0.00072,0.44164,0.20807,71.35,0.0,1.0,0.0
188823,0.52179,0.54467,0.49543,0.66865,0.98244,0.99079,0.9605,0.99713,0.54341,0.02756,0.13701,0.13565,50.37,0.0,0.0,1.0
91920,0.14321,0.10667,0.09264,0.07895,0.08417,0.08727,0.07138,0.08687,0.00448,0.00035,0.06016,0.04228,63.8,1.0,0.0,0.0
41748,0.61605,0.55815,0.5927,0.59889,0.61199,0.62213,0.60274,0.63038,0.33257,0.01832,0.48489,0.37354,69.99,0.0,0.0,1.0
61696,0.36899,0.4476,0.3206,0.65017,0.96147,0.97537,0.94826,0.99006,0.46707,0.00193,0.77684,0.39723,72.12,1.0,0.0,0.0
37523,0.45202,0.41056,0.4127,0.4752,0.71455,0.72722,0.69422,0.73648,0.41364,0.10045,0.48805,0.28575,73.31,0.0,0.0,1.0
177538,0.69861,0.70871,0.68033,0.81066,1.06188,1.08432,1.01027,1.09721,0.37482,0.00542,0.34392,0.2859,35.45,0.0,0.0,1.0
85348,0.96509,0.89676,0.927,0.84385,0.90077,0.95689,0.84418,0.99026,0.07234,0.00032,0.9291,0.79428,55.97,1.0,0.0,0.0
53007,0.434,0.51832,0.83519,0.88621,0.9253,0.95139,0.91341,0.97777,0.32549,0.00131,0.90954,0.85149,79.97,1.0,0.0,0.0
153620,0.99694,0.94007,0.9862,0.97636,1.00013,1.01725,0.97071,1.03043,0.36218,0.0005,0.52409,0.52943,41.25,0.0,0.0,1.0
164216,0.7358,0.70758,0.71573,0.75393,0.90709,0.94257,0.85251,0.96059,0.4544,0.01843,0.0854,0.10505,48.53,0.0,0.0,1.0
47571,0.38073,0.38335,0.34743,0.48822,0.81815,0.82677,0.80025,0.83422,0.40535,0.01148,0.50362,0.33227,65.93,0.0,0.0,1.0
31095,0.35514,0.40602,0.70985,0.76954,0.80562,0.84232,0.76711,0.86514,0.11892,0.00043,0.77657,0.37616,69.59,0.0,1.0,0.0
197108,0.6817,0.58295,0.63963,0.66171,0.68058,0.68476,0.66274,0.68148,0.48337,0.02732,0.06898,0.08425,79.71,0.0,0.0,1.0
46765,0.70758,0.68501,0.70157,0.74328,1.00746,1.04441,0.95577,1.0682,0.51908,0.03913,0.65521,0.48155,46.21,0.0,0.0,1.0
81989,0.29937,0.28996,0.21831,0.49791,0.88783,0.91714,0.90135,0.95482,0.40847,0.00261,0.86001,0.63652,84.37,1.0,0.0,0.0
66671,0.31924,0.40519,0.27165,0.68704,0.93389,0.9548,0.92604,0.97814,0.39426,0.00146,0.90325,0.49822,79.06,1.0,0.0,0.0
168947,0.73719,0.7548,0.80438,0.79282,0.81086,0.82596,0.78673,0.8332,0.6656,0.20467,0.10322,0.12589,70.81,0.0,0.0,1.0
158840,0.71287,0.60274,0.6486,0.66778,0.67795,0.6816,0.66737,0.68373,0.41596,0.01868,0.41894,0.35334,76.57,0.0,0.0,1.0
163258,0.87161,0.79206,0.83851,0.80883,0.83754,0.86717,0.80329,0.88579,0.52621,0.10904,0.08581,0.10692,67.52,0.0,0.0,1.0
178783,0.49541,0.43197,0.47351,0.51243,0.67344,0.7249,0.63742,0.75475,0.17351,0.0009,0.17133,0.159,78.96,0.0,0.0,1.0
73258,0.24471,0.31904,0.20512,0.39354,0.88841,0.95405,0.82677,0.99037,0.04837,0.00027,0.92615,0.45103,43.41,1.0,0.0,0.0
83149,0.19291,0.27405,0.1451,0.34727,0.91048,0.96122,0.85736,0.99154,0.09168,0.00035,0.90334,0.48586,54.52,1.0,0.0,0.0
10860,0.46119,0.3422,0.38368,0.40839,0.4214,0.42669,0.41754,0.43297,0.24299,0.00543,0.40078,0.33374,84.43,0.0,0.0,1.0
1045,0.50469,0.47146,0.46952,0.56182,0.68243,0.70108,0.6621,0.71408,0.3484,0.02,0.51603,0.38659,74.4,0.0,0.0,1.0
22314,0.21437,0.26487,0.66852,0.89152,0.92573,0.9608,0.89252,0.98409,0.19495,0.00076,0.51229,0.1941,68.57,1.0,0.0,0.0
56582,0.22975,0.36174,0.19437,0.51248,0.99639,0.99914,0.98932,1.002,0.7556,0.0726,0.72974,0.32156,40.16,1.0,0.0,0.0
122451,0.56502,0.55612,0.71082,0.75304,0.84708,0.91108,0.78687,0.9516,0.33263,0.01602,0.08324,0.10406,56.79,0.0,0.0,1.0
176245,0.69728,0.63561,0.67548,0.72001,0.82585,0.83535,0.81342,0.84101,0.61811,0.26618,0.17175,0.19744,73.2,0.0,0.0,1.0
51739,0.28198,0.2744,0.23412,0.40829,0.91916,0.9446,0.91314,0.97272,0.35329,0.0014,0.89659,0.63892,80.96,1.0,0.0,0.0
174918,0.41712,0.39732,0.38682,0.45692,0.8262,0.84037,0.7988,0.85174,0.35076,0.00858,0.4407,0.28081,64.96,0.0,0.0,1.0
61631,0.14706,0.25335,0.09039,0.32987,0.8889,0.95977,0.85771,0.99038,0.09675,0.00031,0.72254,0.35989,58.38,1.0,0.0,0.0
161205,0.76411,0.75377,0.75549,0.86202,1.05948,1.06935,1.04164,1.07521,0.59534,0.02272,0.66351,0.47632,43.38,0.0,0.0,1.0
135908,0.41811,0.41668,0.37437,0.48043,0.69747,0.74324,0.66269,0.77086,0.18764,0.00236,0.13735,0.1322,78.5,0.0,0.0,1.0
170443,0.57696,0.47013,0.5092,0.53388,0.59316,0.60614,0.57779,0.61521,0.3175,0.00807,0.46013,0.37799,81.13,0.0,0.0,1.0
109077,0.74546,0.74498,0.72265,0.83515,1.00361,1.00683,0.96394,1.00431,0.63049,0.05773,0.06791,0.08566,35.83,0.0,0.0,1.0
141078,0.70161,0.6777,0.68605,0.74974,0.98536,0.98852,0.94377,0.98322,0.48544,0.00388,0.04466,0.05706,38.76,0.0,0.0,1.0
35115,0.67527,0.57971,0.61679,0.60604,0.62567,0.64979,0.61205,0.66611,0.43421,0.05851,0.42454,0.32753,76.68,0.0,0.0,1.0
79893,0.14903,0.20219,0.20232,0.39318,0.90998,0.96534,0.85585,0.99471,0.08263,0.00031,0.55039,0.2423,34.58,1.0,0.0,0.0
153623,0.84997,0.80831,0.82849,0.82164,0.892,0.92953,0.83969,0.94917,0.43279,0.01348,0.08172,0.09961,33.63,0.0,0.0,1.0
17186,0.54862,0.5384,0.5261,0.59774,0.83819,0.87863,0.79183,0.90406,0.31489,0.01095,0.54563,0.30427,59.14,0.0,0.0,1.0
60422,0.36621,0.44892,0.33365,0.64637,0.97455,0.98885,0.94582,0.99962,0.37971,0.00065,0.95031,0.60378,45.54,1.0,0.0,0.0
137697,0.61953,0.56866,0.60669,0.61129,0.62398,0.63192,0.60984,0.63694,0.29777,0.00169,0.07931,0.09557,69.9,0.0,0.0,1.0
29038,0.38156,0.35862,0.34474,0.39202,0.72253,0.78723,0.6713,0.82669,0.22331,0.01422,0.50764,0.27141,65.86,0.0,0.0,1.0
40113,0.55317,0.57462,0.54188,0.67381,1.059,1.07341,1.0331,1.08508,0.45509,0.00212,0.65064,0.4791,40.59,0.0,0.0,1.0
96304,0.24279,0.32276,0.20761,0.45233,0.98688,0.99409,0.97121,1.00033,0.57319,0.00809,0.891,0.52573,46.35,1.0,0.0,0.0
16520,0.9925,0.93592,0.99073,0.99422,1.01324,1.02597,0.99182,1.03601,0.48246,0.00856,0.48314,0.35734,43.27,0.0,0.0,1.0
147578,0.52045,0.45255,0.48104,0.52653,0.69409,0.72782,0.68952,0.74315,0.52173,0.27316,0.11751,0.1394,80.17,0.0,0.0,1.0
131309,0.83599,0.79178,0.81793,0.83131,0.94111,0.95418,0.8945,0.95486,0.71366,0.11859,0.06244,0.07955,41.62,0.0,0.0,1.0
101421,0.59195,0.58154,0.56923,0.6117,0.85121,0.92596,0.78558,0.97243,0.32202,0.0042,0.05981,0.07543,47.9,0.0,0.0,1.0
177967,0.47399,0.51301,0.4559,0.65177,1.02793,1.03095,1.02484,1.03378,0.82525,0.10755,0.28932,0.24063,43.43,0.0,0.0,1.0
5297,0.71436,0.66175,0.71741,0.73921,0.76394,0.79297,0.78986,0.85951,0.4966,0.03315,0.63936,0.52218,64.93,0.0,0.0,1.0
16613,0.41113,0.47853,0.3538,0.56685,1.03259,1.07904,0.96569,1.10753,0.25146,0.01225,0.68139,0.29837,41.83,0.0,0.0,1.0
123844,0.7282,0.69733,0.7161,0.75388,0.99653,0.99446,0.98676,0.99021,0.85063,0.21472,0.11088,0.13467,47.24,0.0,0.0,1.0
156319,0.88091,0.84018,0.88377,0.87359,0.89331,0.93818,0.87184,0.96411,0.74899,0.19846,0.09023,0.10852,37.2,0.0,0.0,1.0
51628,0.21935,0.37571,0.18742,0.4818,0.96445,0.98595,0.92773,0.99984,0.27899,0.00045,0.91207,0.56661,37.9,1.0,0.0,0.0
39225,0.30131,0.34664,0.24246,0.38524,0.8413,0.89753,0.78632,0.92984,0.06173,0.00038,0.68998,0.27821,58.24,0.0,0.0,1.0
6413,0.61094,0.59957,0.59389,0.65658,1.00357,1.06496,0.94111,1.10363,0.53758,0.20499,0.60591,0.376,35.01,0.0,0.0,1.0
61120,0.15316,0.11115,0.09819,0.0951,0.0955,0.09266,0.08522,0.08906,0.03351,0.00072,0.06202,0.05237,71.27,1.0,0.0,0.0
175653,0.71092,0.64532,0.68941,0.70268,0.71254,0.71689,0.70336,0.72054,0.51179,0.03338,0.06721,0.08379,71.88,0.0,0.0,1.0
104941,0.62598,0.66118,0.65454,0.83711,1.00361,1.0211,0.95335,1.03126,0.47755,0.03374,0.07488,0.09399,33.23,0.0,0.0,1.0
119170,0.68648,0.67276,0.66934,0.74229,0.99785,0.99864,0.98129,0.99715,0.78987,0.25553,0.09992,0.12381,46.49,0.0,0.0,1.0
12747,0.51472,0.46801,0.478,0.52723,0.72043,0.72768,0.70845,0.73314,0.41242,0.01795,0.48432,0.34573,73.15,0.0,0.0,1.0
134662,0.6854,0.64176,0.66407,0.68499,0.77122,0.8024,0.77581,0.79946,0.56645,0.05285,0.07097,0.08903,57.33,0.0,0.0,1.0
160246,0.4989,0.55244,0.46833,0.59773,0.84747,0.94107,0.77542,0.993,0.04446,0.00146,0.6506,0.2958,48.95,0.0,0.0,1.0
67824,0.40109,0.57449,0.35102,0.73711,0.95392,0.98081,0.91528,0.99786,0.25162,0.00026,0.855,0.41774,31.72,1.0,0.0,0.0
140463,0.57875,0.57134,0.54063,0.57013,0.87432,0.96029,0.79449,1.00357,0.0617,0.0003,0.05186,0.06052,38.63,0.0,0.0,1.0
192325,0.89034,0.84367,0.86847,0.87078,0.9151,0.93099,0.87464,0.93217,0.69551,0.10384,0.05964,0.07619,36.56,0.0,0.0,1.0
61794,0.39535,0.35872,0.3737,0.52275,0.91674,0.94302,0.90952,0.97216,0.3333,0.00152,0.8978,0.79782,81.4,1.0,0.0,0.0
115339,0.85114,0.80602,0.83208,0.84957,0.88469,0.89756,0.85588,0.89919,0.71036,0.14044,0.08048,0.1011,53.39,0.0,0.0,1.0
8569,0.4965,0.4578,0.45021,0.51952,0.71682,0.73467,0.69092,0.74607,0.3441,0.01749,0.39107,0.26072,72.07,0.0,0.0,1.0
103790,0.53189,0.51205,0.5059,0.58021,0.80593,0.84816,0.76833,0.87552,0.4083,0.06813,0.13874,0.164,70.49,0.0,0.0,1.0
178623,0.28748,0.3832,0.24788,0.60088,0.91802,0.93067,0.90473,0.94311,0.46559,0.00308,0.7318,0.37233,71.24,1.0,0.0,0.0
34513,0.59712,0.5378,0.55842,0.56193,0.65749,0.71033,0.6191,0.74342,0.18051,0.00049,0.50345,0.39092,72.19,0.0,0.0,1.0
74306,0.26083,0.31162,0.2263,0.37892,0.85166,0.93681,0.78718,0.98285,0.02302,0.00035,0.88526,0.41514,60.02,1.0,0.0,0.0
90827,0.2314,0.3391,0.19972,0.48337,0.97102,0.98679,0.94587,0.99833,0.42506,0.00098,0.96825,0.50462,45.51,1.0,0.0,0.0
157505,0.5636,0.51157,0.55565,0.57881,0.59356,0.6065,0.61608,0.6353,0.50387,0.02745,0.0785,0.09686,71.08,0.0,0.0,1.0
120359,0.59539,0.60113,0.57894,0.74874,0.91593,0.93963,0.87006,0.95303,0.22636,0.00047,0.06153,0.07542,56.94,0.0,0.0,1.0
31072,0.86625,0.82894,0.86328,0.89388,1.03268,1.04256,1.00935,1.04787,0.74145,0.1799,0.75233,0.60288,47.69,0.0,0.0,1.0
36810,0.56788,0.53402,0.55168,0.57559,0.87709,0.90328,0.84044,0.92097,0.22923,0.00057,0.64934,0.50624,57.91,0.0,0.0,1.0
32200,0.70313,0.59512,0.6378,0.64385,0.6624,0.6733,0.64321,0.68206,0.25433,0.00114,0.46918,0.40103,77.31,0.0,0.0,1.0
140959,0.72747,0.68231,0.70936,0.73085,0.92097,0.92737,0.88137,0.92568,0.58399,0.0363,0.0608,0.07696,55.81,0.0,0.0,1.0
94918,0.65672,0.66171,0.62768,0.61907,0.62954,0.656,0.64288,0.64511,0.39078,0.0121,0.90187,0.93498,40.7,1.0,0.0,0.0
113511,0.64832,0.62366,0.63394,0.74834,0.85519,0.8636,0.82494,0.86689,0.36438,0.0014,0.07287,0.08897,69.32,0.0,0.0,1.0
165967,0.68824,0.66765,0.71297,0.70767,0.72596,0.74375,0.71203,0.74845,0.29883,0.00141,0.07043,0.08909,48.87,0.0,0.0,1.0
45621,0.41383,0.58832,0.66446,0.88712,0.96936,1.04819,0.89846,1.09145,0.05347,0.00032,0.96168,0.58712,39.89,0.0,0.0,1.0
93109,0.35934,0.5303,0.55381,0.77247,0.98596,0.99197,0.97833,0.99825,0.68028,0.03923,0.95625,0.71613,55.69,1.0,0.0,0.0
184085,0.6285,0.54455,0.59106,0.63639,0.74173,0.74493,0.73005,0.74548,0.61282,0.16972,0.10562,0.12529,79.18,0.0,0.0,1.0
9462,0.33235,0.3678,0.29368,0.46849,0.91371,0.93078,0.88145,0.94437,0.34293,0.00486,0.8065,0.45289,56.52,0.0,0.0,1.0
133949,0.2491,0.32302,0.21115,0.43461,1.02031,1.02527,1.00837,1.03064,0.67303,0.03051,0.71835,0.34178,33.29,1.0,0.0,0.0
66630,0.48551,0.5633,0.84134,0.88056,0.92269,0.96687,0.87423,0.99323,0.11798,0.00044,0.93345,0.82879,54.31,1.0,0.0,0.0
88512,0.30846,0.35242,0.28414,0.50001,0.99418,0.99734,0.9881,1.00089,0.75565,0.08378,0.95365,0.54973,44.4,1.0,0.0,0.0
81226,0.28115,0.37434,0.21137,0.43367,0.78948,0.89951,0.72288,0.96369,0.00932,0.00053,0.58789,0.19928,76.47,1.0,0.0,0.0
